time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-10,293.6,285.9,299.8,0.0,0.0,335.0,1.6,,1019.7,
2023-09-11,291.5,288.8,294.8,35.1,0.0,247.0,3.0,,1017.4,
2023-09-12,290.4,286.4,294.8,0.0,0.0,357.0,3.6,,1018.1,
2023-09-13,289.6,285.3,294.8,0.0,0.0,28.0,2.5,,1018.9,
2023-09-14,290.2,283.8,294.8,0.0,0.0,24.0,1.8,,1021.3,
2023-09-15,292.3,285.3,298.1,0.0,0.0,183.0,2.0,,1019.7,
2023-09-16,291.5,288.8,295.3,0.8,0.0,203.0,2.0,,1016.2,
2023-09-17,290.2,285.9,293.8,20.8,0.0,355.0,4.2,,1014.3,
2023-09-18,290.0,284.8,294.8,0.0,0.0,355.0,2.9,,1017.0,
2023-09-19,289.6,287.5,292.5,6.4,0.0,158.0,3.3,,1016.2,
2023-09-20,294.8,289.2,299.8,0.0,0.0,181.0,3.3,,1017.2,
2023-09-21,294.5,292.0,297.5,1.0,0.0,33.0,1.6,,1020.7,
2023-09-22,295.1,291.4,298.8,0.3,0.0,104.0,2.6,,1020.0,
2023-09-23,295.0,290.9,298.8,0.0,0.0,112.0,4.3,,1017.2,
2023-09-24,293.4,288.1,298.1,0.0,0.0,120.0,3.4,,1015.8,
2023-09-25,293.8,290.3,297.5,0.5,0.0,105.0,4.0,,1017.6,
2023-09-26,293.1,290.9,296.4,6.4,0.0,111.0,4.4,,1017.8,
2023-09-27,292.1,290.3,294.2,0.0,0.0,106.0,4.2,,1017.3,
2023-09-28,292.0,289.2,294.2,0.0,0.0,57.0,3.3,,1017.7,
2023-09-29,291.9,287.0,297.5,0.0,0.0,80.0,2.0,,1019.6,
2023-09-30,294.8,288.1,301.4,0.0,0.0,141.0,2.8,,1021.9,
2023-10-01,295.8,290.3,302.5,0.0,0.0,107.0,2.1,,1023.8,
2023-10-02,296.4,290.3,302.5,0.0,0.0,157.0,1.9,,1021.6,
2023-10-03,297.8,291.4,303.8,0.0,0.0,185.0,3.2,,1017.9,
2023-10-04,298.0,293.8,302.5,0.5,0.0,204.0,5.4,,1013.5,
2023-10-05,292.6,288.8,294.8,10.7,0.0,246.0,3.3,,1012.2,
2023-10-06,284.6,280.3,289.2,0.8,0.0,264.0,5.0,,1015.2,
2023-10-07,283.8,280.3,288.1,0.0,0.0,303.0,4.9,,1019.1,
2023-10-08,283.2,280.3,286.4,0.0,0.0,295.0,3.1,,1014.2,
2023-10-09,283.1,279.2,288.1,0.0,0.0,296.0,3.7,,1009.8,
2023-10-10,284.1,277.5,290.3,0.0,0.0,257.0,4.2,,1009.1,
2023-10-11,285.3,278.1,292.5,9.9,0.0,272.0,2.3,,1009.7,
2023-10-12,287.2,284.8,290.3,11.9,0.0,85.0,5.0,,1011.5,
2023-10-13,287.0,285.3,288.1,13.0,0.0,104.0,5.6,,1010.1,
2023-10-14,285.4,283.1,286.4,8.4,0.0,46.0,6.7,,1010.1,
2023-10-15,284.2,280.9,288.1,0.0,0.0,336.0,5.6,,1017.5,
2023-10-16,284.0,279.2,285.3,0.0,0.0,343.0,4.2,,1017.7,
2023-10-17,284.0,277.5,290.3,0.0,0.0,250.0,2.1,,1017.2,
2023-10-18,286.6,280.9,292.5,3.0,0.0,187.0,4.2,,1012.8,
2023-10-19,286.5,285.3,287.5,4.8,0.0,224.0,3.8,,1005.5,
2023-10-20,285.2,281.4,288.8,0.0,0.0,304.0,4.4,,1005.0,
2023-10-21,285.0,280.3,291.4,0.0,0.0,292.0,5.2,,1005.8,
2023-10-22,283.0,278.8,288.1,0.0,0.0,20.0,3.2,,1019.1,
2023-10-23,286.0,280.3,292.5,0.0,0.0,170.0,4.1,,1018.8,
2023-10-24,293.8,287.5,300.9,0.0,0.0,211.0,6.0,,1015.9,
2023-10-25,290.8,288.8,292.5,6.1,0.0,200.0,4.0,,1017.0,
2023-10-26,292.4,290.9,295.3,8.9,0.0,200.0,5.4,,1014.5,
2023-10-27,290.0,280.9,294.8,2.5,0.0,236.0,5.1,,1014.8,
2023-10-28,281.1,277.5,283.1,2.3,0.0,358.0,4.8,,1024.2,
2023-10-29,280.4,277.0,282.5,1.5,0.0,344.0,5.3,,1020.7,
2023-10-30,276.1,272.5,279.8,0.0,0.0,300.0,4.8,,1023.0,
2023-10-31,273.6,271.4,275.9,0.3,0.0,256.0,5.6,,1020.9,
2023-11-01,275.2,270.3,278.1,0.0,0.0,256.0,3.9,,1027.9,
2023-11-02,280.1,274.2,285.9,0.0,0.0,205.0,5.2,,1023.4,
2023-11-03,283.8,279.8,287.5,0.0,0.0,210.0,5.4,,1018.2,
2023-11-04,283.2,278.8,288.1,0.0,0.0,358.0,2.6,,1020.6,
2023-11-05,283.0,275.3,289.2,0.0,0.0,213.0,2.6,,1020.0,
2023-11-06,288.9,285.3,294.8,0.0,0.0,233.0,6.5,,1007.3,
2023-11-07,283.1,280.9,287.0,0.0,0.0,31.0,4.6,,1015.3,
2023-11-08,284.5,282.0,289.2,0.5,0.0,79.0,4.2,,1007.9,
2023-11-09,282.5,278.8,287.0,0.0,0.0,268.0,4.5,,1017.8,
2023-11-10,278.8,274.8,282.0,0.0,0.0,281.0,3.9,,1023.9,
2023-11-11,279.3,272.5,284.2,0.0,0.0,232.0,2.0,,1030.7,
2023-11-12,282.9,278.8,287.5,0.0,0.0,189.0,4.5,,1027.4,
2023-11-13,283.8,277.0,290.9,0.0,0.0,278.0,3.5,,1027.4,
2023-11-14,283.1,275.3,290.3,0.0,0.0,198.0,3.1,,1026.8,
2023-11-15,285.4,279.2,292.5,0.0,0.0,216.0,3.5,,1021.7,
2023-11-16,287.5,281.4,292.5,0.0,0.0,202.0,5.1,,1015.1,
2023-11-17,283.3,275.3,290.3,0.3,0.0,340.0,4.4,,1013.7,
2023-11-18,279.2,273.1,284.8,0.0,0.0,243.0,3.1,,1017.5,
2023-11-19,281.1,275.3,285.3,0.0,0.0,43.0,2.6,,1018.0,
2023-11-20,281.2,279.2,283.1,8.9,0.0,95.0,6.0,,1020.3,
2023-11-21,279.0,275.9,280.9,17.8,0.0,343.0,4.5,,1012.3,
2023-11-22,277.3,273.8,281.4,0.0,0.0,267.0,3.4,,1016.1,
2023-11-23,277.5,274.2,282.0,0.0,0.0,325.0,4.4,,1018.3,
2023-11-24,273.5,271.4,275.9,0.0,0.0,357.0,5.5,,1031.8,
2023-11-25,274.0,271.4,277.0,0.0,0.0,186.0,1.7,,1026.8,
2023-11-26,273.3,271.4,274.8,1.8,0.0,277.0,3.2,,1012.2,
2023-11-27,269.1,265.9,272.0,0.0,0.0,274.0,6.5,,1017.8,
2023-11-28,266.5,264.2,269.8,0.0,0.0,264.0,5.4,,1024.7,
2023-11-29,273.2,267.0,278.8,0.0,0.0,226.0,4.5,,1014.5,
2023-11-30,280.1,273.1,285.9,0.0,0.0,217.0,4.8,,1010.6,
2023-12-01,279.8,279.2,280.9,23.1,0.0,50.0,2.9,,1010.5,
2023-12-02,279.0,278.1,280.9,0.0,0.0,21.0,2.8,,1014.8,
2023-12-03,277.8,276.4,278.8,8.4,0.0,275.0,3.6,,1008.8,
2023-12-04,276.8,274.2,278.8,0.0,0.0,292.0,2.9,,1015.7,
2023-12-05,276.0,273.8,278.8,2.3,0.0,25.0,3.7,,1018.6,
2023-12-06,275.8,273.1,278.1,0.0,0.0,257.0,5.1,,1023.6,
2023-12-07,280.4,275.9,284.8,0.0,0.0,201.0,4.5,,1011.0,
2023-12-08,283.9,280.3,286.4,0.0,0.0,205.0,6.5,,1006.3,
2023-12-09,281.9,275.3,287.0,5.3,0.0,239.0,7.5,,1007.8,
2023-12-10,274.6,273.1,275.3,0.0,0.0,294.0,5.2,,1017.4,
2023-12-11,273.8,271.4,275.9,0.0,0.0,229.0,3.8,,1022.2,
2023-12-12,274.3,270.9,277.5,0.0,0.0,263.0,4.4,,1028.2,
2023-12-13,273.8,268.1,278.8,0.0,0.0,258.0,2.5,,1039.2,
2023-12-14,278.1,272.5,284.2,0.0,0.0,226.0,3.4,,1037.5,
2023-12-15,280.8,275.3,285.3,0.0,0.0,183.0,3.1,,1030.6,
2023-12-16,280.1,278.8,282.5,16.3,0.0,157.0,3.9,,1019.3,
2023-12-17,279.0,275.9,280.3,0.0,0.0,253.0,4.9,,1011.1,
2023-12-18,272.3,267.5,275.9,0.3,0.0,312.0,7.5,,1014.6,
2023-12-19,270.4,265.3,274.2,0.0,0.0,228.0,4.4,,1025.7,
2023-12-20,276.2,272.5,279.2,0.0,0.0,167.0,2.8,,1027.2,
2023-12-21,279.4,274.8,283.1,0.0,0.0,118.0,2.2,,1027.2,
2023-12-22,280.4,279.8,281.4,14.7,0.0,172.0,2.7,,1021.7,
2023-12-23,281.5,280.3,283.8,0.0,0.0,77.0,1.2,,1020.8,
2023-12-24,284.5,283.1,286.4,0.0,0.0,158.0,3.6,,1020.6,
2023-12-25,286.1,283.8,288.8,8.9,0.0,134.0,5.7,,1012.6,
2023-12-26,278.0,273.8,283.8,0.3,0.0,225.0,3.2,,1015.0,
2023-12-27,277.2,272.5,279.8,0.0,0.0,34.0,4.3,,1016.0,
2023-12-28,278.0,276.4,279.8,5.8,0.0,350.0,4.8,,1009.7,
2023-12-29,277.9,273.1,279.8,6.1,0.0,349.0,4.8,,1009.9,
2023-12-30,274.1,271.4,277.0,0.0,0.0,231.0,3.6,,1011.8,
2023-12-31,274.4,273.1,276.4,0.5,0.0,288.0,4.9,,1014.5,
2024-01-01,273.2,271.4,274.2,0.0,0.0,307.0,5.4,,1025.8,
2024-01-02,273.8,270.9,278.1,0.0,0.0,251.0,6.0,,1022.1,
2024-01-03,274.5,273.1,275.9,0.0,0.0,304.0,3.5,,1019.4,
2024-01-04,273.9,270.9,276.4,0.0,0.0,324.0,2.8,,1027.3,
2024-01-05,273.6,270.9,275.9,0.8,0.0,167.0,3.0,,1022.9,
2024-01-06,273.8,272.5,274.8,2.5,25.0,176.0,2.3,,1009.0,
2024-01-07,274.1,273.8,274.8,1.3,25.0,271.0,3.9,,1015.1,
2024-01-08,274.9,273.1,276.4,1.3,0.0,127.0,4.0,,1022.2,
2024-01-09,274.8,274.2,275.9,20.3,51.0,45.0,5.3,,990.7,
2024-01-10,273.8,272.5,274.8,0.0,25.0,245.0,5.6,,1000.7,
2024-01-11,273.1,270.9,274.8,0.3,25.0,233.0,4.1,,1009.4,
2024-01-12,274.8,272.5,276.4,16.5,76.0,107.0,6.4,,994.9,
2024-01-13,266.5,256.4,274.2,1.3,76.0,272.0,7.7,,1003.7,
2024-01-14,252.1,250.3,256.4,0.0,51.0,258.0,8.3,,1023.7,
2024-01-15,253.7,250.3,257.5,0.0,25.0,245.0,5.6,,1026.7,
2024-01-16,256.1,252.5,258.1,0.0,25.0,252.0,7.4,,1021.3,
2024-01-17,263.0,257.5,268.1,0.0,25.0,237.0,6.0,,1016.9,
2024-01-18,267.5,262.5,270.9,1.8,51.0,344.0,2.2,,1018.2,
2024-01-19,261.9,258.8,264.2,0.8,51.0,306.0,6.6,,1025.5,
2024-01-20,262.0,258.1,266.4,0.0,51.0,302.0,4.6,,1034.9,
2024-01-21,262.8,256.4,267.5,0.0,51.0,202.0,4.4,,1035.7,
2024-01-22,272.1,267.5,274.8,0.3,51.0,206.0,5.7,,1025.7,
2024-01-23,275.1,274.2,276.4,7.4,25.0,62.0,1.5,,1024.2,
2024-01-24,276.3,274.2,277.5,6.4,25.0,41.0,2.6,,1020.7,
2024-01-25,277.2,276.4,278.8,7.9,0.0,36.0,3.6,,1018.1,
2024-01-26,277.5,277.0,278.8,5.1,0.0,343.0,3.1,,1019.8,
2024-01-27,277.2,276.4,278.8,1.8,0.0,14.0,3.2,,1021.6,
2024-01-28,276.6,274.8,278.1,1.3,0.0,339.0,5.5,,1020.2,
2024-01-29,274.9,272.5,277.5,0.0,0.0,237.0,5.0,,1020.3,
2024-01-30,277.2,275.9,277.5,0.0,0.0,294.0,4.1,,1014.1,
2024-01-31,276.8,275.9,277.5,0.0,0.0,250.0,4.9,,1019.7,
2024-02-01,278.8,275.3,286.4,0.0,0.0,296.0,4.6,,1014.7,
2024-02-02,276.8,273.8,279.2,0.0,0.0,45.0,4.3,,1020.7,
2024-02-03,274.8,272.5,277.5,0.0,0.0,74.0,3.0,,1020.3,
2024-02-04,276.5,273.1,281.4,0.0,0.0,40.0,4.2,,1018.4,
2024-02-05,275.8,273.8,279.8,0.0,0.0,17.0,4.2,,1020.9,
2024-02-06,275.8,273.8,279.2,0.0,0.0,158.0,2.2,,1023.6,
2024-02-07,277.8,272.0,282.0,0.0,0.0,166.0,2.9,,1021.0,
2024-02-08,285.1,281.4,288.8,4.3,0.0,191.0,7.8,,1008.6,
2024-02-09,282.8,276.4,287.5,0.0,0.0,249.0,5.5,,1008.5,
2024-02-10,275.9,273.8,279.2,0.0,0.0,298.0,3.5,,1015.6,
2024-02-11,274.2,271.4,279.2,0.0,0.0,352.0,2.6,,1018.7,
2024-02-12,275.4,269.2,280.9,0.0,0.0,256.0,1.8,,1013.3,
2024-02-13,275.0,272.0,278.8,0.0,0.0,326.0,3.4,,1017.1,
2024-02-14,276.5,270.3,282.0,0.0,0.0,165.0,2.6,,1022.5,
2024-02-15,278.0,273.1,280.9,1.5,0.0,289.0,6.4,,1016.2,
2024-02-16,272.1,267.5,273.8,0.0,0.0,325.0,4.1,,1021.0,
2024-02-17,267.2,263.1,272.0,0.0,0.0,274.0,7.3,,1020.2,
2024-02-18,274.5,268.8,281.4,0.0,0.0,264.0,5.0,,1012.8,
2024-02-19,276.8,269.8,284.2,0.0,0.0,204.0,2.1,,1020.5,
2024-02-20,280.4,273.1,287.5,0.0,0.0,180.0,3.8,,1021.1,
2024-02-21,285.9,280.9,293.1,0.0,0.0,216.0,4.9,,1013.0,
2024-02-22,284.3,280.9,289.2,0.0,0.0,58.0,2.9,,1006.0,
2024-02-23,278.1,271.4,284.2,3.8,51.0,350.0,5.6,,1006.9,
2024-02-24,272.3,268.8,275.3,0.0,0.0,349.0,4.7,,1017.5,
2024-02-25,281.1,273.1,289.8,0.0,0.0,214.0,4.4,,1009.6,
2024-02-26,287.2,278.8,295.3,0.0,0.0,139.0,4.6,,1005.3,
2024-02-27,290.3,284.8,296.4,13.0,0.0,196.0,5.6,,993.2,
2024-02-28,273.2,268.1,284.8,0.8,0.0,292.0,7.5,,1013.9,
2024-02-29,273.8,266.4,280.9,0.0,0.0,221.0,4.6,,1030.2,
2024-03-01,278.0,273.1,281.4,0.0,0.0,190.0,4.1,,1022.0,
2024-03-02,282.5,275.9,288.8,0.0,0.0,190.0,4.0,,1018.0,
2024-03-03,288.3,280.3,296.4,0.0,0.0,175.0,7.5,,1011.3,
2024-03-04,290.3,280.3,295.3,5.1,0.0,187.0,4.3,,1010.9,
2024-03-05,278.8,277.5,280.3,24.4,0.0,15.0,6.6,,1015.1,
2024-03-06,279.6,277.5,283.1,0.0,0.0,20.0,5.6,,1018.9,
2024-03-07,279.6,277.0,283.1,0.0,0.0,84.0,3.7,,1018.7,
2024-03-08,280.2,278.1,281.4,23.4,0.0,43.0,4.6,,1012.0,
2024-03-09,278.2,274.2,281.4,0.0,0.0,311.0,5.9,,1011.8,
2024-03-10,276.8,272.5,282.5,0.0,0.0,339.0,5.1,,1019.5,
2024-03-11,283.3,273.8,293.1,0.0,0.0,212.0,5.8,,1017.8,
2024-03-12,288.9,282.0,295.3,0.0,0.0,224.0,6.0,,1010.1,
2024-03-13,287.3,282.0,293.8,3.8,0.0,71.0,2.9,,1010.2,
2024-03-14,283.8,278.8,292.5,20.8,0.0,36.0,5.9,,1010.4,
2024-03-15,279.2,276.4,284.2,0.0,0.0,47.0,5.1,,1019.0,
2024-03-16,282.1,277.5,288.8,0.0,0.0,249.0,7.7,,1008.8,
2024-03-17,276.0,272.5,279.2,0.0,0.0,309.0,6.3,,1011.9,
2024-03-18,272.6,269.8,275.9,0.0,0.0,305.0,5.6,,1019.7,
2024-03-19,279.6,272.0,288.1,0.0,0.0,258.0,7.3,,1008.1,
2024-03-20,276.2,272.5,280.3,0.0,0.0,355.0,5.8,,1016.2,
2024-03-21,274.4,270.9,278.1,0.0,0.0,107.0,2.7,,1025.7,
2024-03-22,275.1,272.5,277.5,3.6,0.0,62.0,4.8,,1020.6,
2024-03-23,274.8,273.1,277.5,0.0,0.0,33.0,5.5,,1025.9,
2024-03-24,278.4,273.8,283.1,0.0,0.0,128.0,5.9,,1019.4,
2024-03-25,286.6,281.4,292.0,11.9,0.0,157.0,5.7,,1006.5,
2024-03-26,282.1,274.2,287.5,2.0,0.0,212.0,9.0,,1000.4,
2024-03-27,275.2,272.0,279.8,0.0,0.0,264.0,6.8,,1017.5,
2024-03-28,278.4,272.5,284.2,0.0,0.0,253.0,3.9,,1019.8,
2024-03-29,279.5,275.3,284.8,5.1,0.0,56.0,3.8,,1017.0,
2024-03-30,284.3,278.1,290.9,13.2,0.0,35.0,4.7,,1009.5,
2024-03-31,279.8,277.5,283.8,13.0,0.0,44.0,4.3,,1014.0,
2024-04-01,280.8,279.8,283.8,11.4,0.0,67.0,5.9,,1010.6,
2024-04-02,279.9,275.9,289.8,4.1,0.0,67.0,6.6,,997.1,
2024-04-03,276.2,274.8,277.5,6.4,0.0,283.0,7.1,,991.7,
2024-04-04,277.4,275.9,279.2,2.5,0.0,337.0,5.6,,1005.7,
2024-04-05,278.9,275.9,283.1,0.0,0.0,0.0,4.4,,1020.0,
2024-04-06,279.4,273.8,284.8,0.0,0.0,41.0,3.4,,1023.5,
2024-04-07,281.6,277.5,284.2,11.4,0.0,121.0,5.0,,1015.1,
2024-04-08,289.2,282.0,295.9,0.0,0.0,198.0,4.7,,1011.3,
2024-04-09,288.1,283.1,290.9,0.0,0.0,248.0,4.5,,1011.7,
2024-04-10,287.4,279.8,293.1,0.0,0.0,87.0,2.6,,1012.3,
2024-04-11,285.5,283.1,287.5,2.0,0.0,11.0,4.1,,1002.1,
2024-04-12,285.6,280.9,291.4,1.3,0.0,302.0,5.9,,1007.7,
2024-04-13,288.3,279.2,294.8,0.0,0.0,257.0,4.6,,1015.7,
2024-04-14,294.1,287.5,300.3,0.0,0.0,192.0,4.9,,1006.2,
2024-04-15,290.0,283.1,296.4,0.0,0.0,57.0,4.1,,1014.1,
2024-04-16,292.2,284.8,300.3,1.0,0.0,119.0,5.8,,1011.3,
2024-04-17,290.6,285.3,294.2,0.3,0.0,238.0,8.7,,1005.4,
2024-04-18,285.1,281.4,288.8,1.8,0.0,13.0,3.8,,1016.3,
2024-04-19,283.8,279.2,287.5,0.0,0.0,302.0,7.3,,1018.9,
2024-04-20,278.8,275.3,282.5,0.0,0.0,291.0,5.7,,1023.0,
2024-04-21,281.8,274.8,288.1,0.0,0.0,285.0,3.8,,1021.6,
2024-04-22,286.8,278.8,293.1,0.0,0.0,222.0,5.9,,1016.6,
2024-04-23,287.5,279.2,290.9,0.5,0.0,225.0,6.6,,1009.0,
2024-04-24,278.3,275.9,281.4,0.0,0.0,34.0,6.1,,1024.0,
2024-04-25,281.3,274.2,287.0,0.0,0.0,68.0,3.0,,1026.3,
2024-04-26,285.0,280.3,290.9,10.9,0.0,133.0,5.8,,1017.3,
2024-04-27,294.3,288.8,299.2,0.5,0.0,202.0,7.3,,1010.8,
2024-04-28,294.3,289.8,298.1,33.3,0.0,193.0,5.6,,1011.7,
2024-04-29,291.5,285.3,294.2,28.7,0.0,223.0,5.0,,1009.6,
2024-04-30,290.8,283.1,297.0,0.0,0.0,230.0,2.8,,1012.2,
2024-05-01,294.4,288.8,298.8,0.0,0.0,268.0,5.0,,1011.1,
2024-05-02,292.3,287.0,300.9,22.9,0.0,91.0,3.8,,1012.0,
2024-05-03,290.2,284.8,293.1,2.5,0.0,46.0,3.4,,1015.1,
2024-05-04,292.5,283.8,300.9,2.5,0.0,230.0,3.5,,1013.0,
2024-05-05,287.4,284.2,291.4,0.0,0.0,22.0,3.7,,1017.1,
2024-05-06,289.5,283.1,294.8,0.0,0.0,71.0,3.7,,1013.7,
2024-05-07,292.3,288.8,298.1,27.4,0.0,184.0,4.2,,1001.8,
2024-05-08,292.6,285.3,298.8,0.0,0.0,62.0,3.5,,1004.8,
2024-05-09,287.1,283.8,291.4,16.0,0.0,41.0,5.0,,1007.9,
2024-05-10,288.0,282.0,293.8,0.5,0.0,280.0,3.8,,1011.7,
2024-05-11,288.5,284.2,294.8,0.0,0.0,326.0,4.8,,1009.1,
2024-05-12,293.9,283.8,302.0,0.0,0.0,214.0,3.9,,1009.5,
2024-05-13,293.8,289.8,300.9,10.7,0.0,212.0,3.9,,1007.5,
2024-05-14,287.4,284.8,290.9,0.0,0.0,14.0,4.9,,1008.5,
2024-05-15,288.8,285.3,294.2,0.0,0.0,26.0,5.4,,1010.5,
2024-05-16,291.4,284.2,297.5,4.6,0.0,202.0,3.1,,1009.2,
2024-05-17,293.5,288.8,300.3,0.0,0.0,164.0,3.2,,1007.7,
2024-05-18,297.2,289.2,303.8,0.0,0.0,203.0,3.1,,1009.7,
2024-05-19,295.3,290.3,298.1,0.0,0.0,56.0,4.1,,1013.7,
2024-05-20,297.4,290.3,302.5,5.3,0.0,213.0,4.5,,1010.4,
2024-05-21,298.9,290.3,305.9,0.0,0.0,154.0,6.3,,1005.9,
2024-05-22,295.2,290.9,300.3,0.0,0.0,256.0,7.1,,1006.5,
2024-05-23,294.5,287.0,299.8,0.0,0.0,123.0,2.9,,1012.2,
2024-05-24,294.8,292.0,299.2,14.7,0.0,166.0,3.9,,1007.9,
2024-05-25,292.2,288.1,296.4,0.0,0.0,42.0,4.2,,1010.3,
2024-05-26,291.3,288.1,297.0,20.3,0.0,111.0,3.9,,1004.0,
2024-05-27,291.3,288.1,297.0,0.0,0.0,295.0,4.8,,1004.7,
2024-05-28,290.5,286.4,295.9,3.0,0.0,293.0,3.4,,1013.5,
2024-05-29,289.2,284.8,294.8,0.0,0.0,7.0,4.7,,1020.7,
2024-05-30,288.9,282.5,294.8,0.0,0.0,41.0,3.3,,1023.1,
2024-05-31,293.9,285.3,300.3,0.0,0.0,143.0,3.1,,1021.5,
2024-06-01,292.0,289.2,293.8,13.7,0.0,164.0,3.4,,1014.9,
2024-06-02,292.4,288.8,297.5,0.0,0.0,45.0,2.8,,1014.4,
2024-06-03,297.5,289.2,304.8,0.0,0.0,178.0,4.1,,1009.8,
2024-06-04,299.5,294.8,304.8,5.6,0.0,162.0,4.5,,1006.1,
2024-06-05,296.6,293.8,300.3,9.1,0.0,234.0,4.8,,1002.0,
2024-06-06,296.0,291.4,299.8,0.0,0.0,280.0,6.4,,1003.2,
2024-06-07,294.8,288.8,299.8,0.0,0.0,283.0,5.4,,1008.4,
2024-06-08,292.1,286.4,299.8,6.4,0.0,258.0,3.9,,1009.6,
2024-06-09,292.5,285.9,300.9,0.0,0.0,294.0,5.4,,1010.9,
2024-06-10,289.1,285.9,293.8,0.0,0.0,24.0,5.4,,1014.6,
2024-06-11,292.8,283.1,299.2,0.0,0.0,259.0,2.1,,1014.7,
2024-06-12,299.8,293.1,306.4,0.0,0.0,223.0,4.1,,1011.1,
2024-06-13,300.8,295.9,305.9,0.5,0.0,207.0,4.4,,1009.2,
2024-06-14,297.0,291.4,303.8,0.0,0.0,6.0,3.8,,1014.0,
2024-06-15,297.5,289.8,303.1,0.0,0.0,145.0,4.2,,1016.7,
2024-06-16,300.8,294.8,308.8,0.0,0.0,189.0,5.7,,1011.5,
2024-06-17,304.3,299.2,309.2,0.0,0.0,209.0,5.7,,1011.6,
2024-06-18,302.6,299.2,308.1,0.0,0.0,197.0,6.8,,1014.1,
2024-06-19,303.1,298.8,308.1,0.0,0.0,209.0,4.4,,1020.2,
2024-06-20,298.1,292.5,303.1,0.0,0.0,22.0,3.1,,1023.4,
2024-06-21,301.2,293.1,308.1,0.0,0.0,251.0,2.7,,1020.1,
2024-06-22,303.0,295.9,308.1,39.1,0.0,216.0,6.2,,1010.6,
2024-06-23,297.4,294.8,301.4,1.5,0.0,302.0,4.8,,1007.4,
2024-06-24,299.2,292.5,304.2,0.0,0.0,176.0,2.6,,1012.4,
2024-06-25,299.5,295.9,302.5,11.4,0.0,235.0,6.4,,1007.1,
2024-06-26,299.0,292.0,303.8,0.0,0.0,312.0,3.9,,1008.9,
2024-06-27,292.9,290.3,295.9,0.0,0.0,49.0,4.9,,1015.2,
2024-06-28,295.0,292.5,297.5,5.3,0.0,152.0,3.4,,1010.2,
2024-06-29,300.5,295.9,304.8,0.0,0.0,258.0,4.8,,1009.9,
2024-06-30,292.5,289.2,295.9,0.0,0.0,23.0,6.6,,1023.2,
2024-07-01,292.8,288.8,296.4,0.0,0.0,86.0,3.6,,1023.6,
2024-07-02,297.5,292.5,303.1,0.0,0.0,162.0,5.1,,1014.5,
2024-07-03,300.6,297.0,305.3,0.0,0.0,260.0,3.8,,1011.2,
2024-07-04,298.8,295.3,302.0,0.0,0.0,290.0,1.8,,1011.4,
2024-07-05,297.8,294.2,302.5,0.0,0.0,244.0,5.4,,1008.2,
2024-07-06,296.2,291.4,300.3,0.0,0.0,359.0,2.4,,1012.9,
2024-07-07,297.0,292.5,304.8,17.5,0.0,169.0,3.4,,1014.8,
2024-07-08,298.8,294.8,303.8,0.0,0.0,216.0,3.8,,1013.2,
2024-07-09,297.2,293.8,299.8,19.6,0.0,26.0,1.8,,1011.5,
2024-07-10,296.4,292.5,302.0,14.0,0.0,18.0,3.7,,1011.1,
2024-07-11,296.4,293.8,300.3,0.0,0.0,24.0,2.7,,1016.9,
2024-07-12,298.2,292.5,302.5,0.0,0.0,67.0,2.6,,1018.6,
2024-07-13,300.0,293.1,306.4,18.8,0.0,183.0,3.4,,1018.5,
2024-07-14,298.3,293.1,299.8,47.2,0.0,211.0,4.2,,1013.2,
2024-07-15,299.9,294.2,305.9,8.1,0.0,222.0,3.4,,1008.4,
2024-07-16,298.4,294.2,303.8,0.0,0.0,255.0,4.1,,1008.1,
2024-07-17,297.6,293.8,302.0,0.0,0.0,350.0,4.7,,1013.6,
2024-07-18,294.2,291.4,297.0,0.0,0.0,33.0,4.5,,1020.9,
2024-07-19,295.1,289.2,299.8,0.0,0.0,39.0,2.2,,1020.8,
2024-07-20,296.5,290.9,300.3,0.0,0.0,345.0,2.4,,1019.0,
2024-07-21,297.2,292.5,302.0,0.0,0.0,19.0,1.9,,1018.2,
2024-07-22,297.6,292.5,302.0,0.0,0.0,45.0,2.3,,1015.6,
2024-07-23,298.3,292.5,303.1,25.9,0.0,244.0,3.7,,1015.0,
2024-07-24,295.4,292.5,298.1,0.3,0.0,42.0,3.0,,1019.1,
2024-07-25,295.3,292.0,298.8,0.0,0.0,59.0,3.7,,1022.7,
2024-07-26,295.6,289.2,300.3,0.0,0.0,93.0,2.4,,1021.0,
2024-07-27,298.1,292.5,303.1,0.0,0.0,157.0,2.8,,1018.1,
2024-07-28,298.3,294.2,301.4,9.7,0.0,175.0,3.6,,1014.2,
2024-07-29,298.4,295.9,302.5,2.3,0.0,219.0,4.1,,1009.4,
2024-07-30,300.6,294.8,306.4,0.0,0.0,271.0,2.6,,1009.3,
2024-07-31,300.8,295.9,306.4,0.0,0.0,237.0,3.0,,1011.6,
2024-08-01,299.8,294.2,304.8,29.2,0.0,210.0,2.5,,1012.1,
2024-08-02,298.3,294.2,303.8,0.0,0.0,346.0,3.4,,1012.1,
2024-08-03,300.1,295.3,305.9,0.0,0.0,33.0,2.3,,1012.7,
2024-08-04,301.0,295.3,305.3,0.0,0.0,271.0,2.3,,1013.9,
2024-08-05,299.9,297.0,306.4,3.3,0.0,223.0,3.6,,1014.1,
2024-08-06,296.0,294.2,299.2,0.0,0.0,43.0,5.8,,1012.5,
